Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSG00000278372,MYO19,,
ENSG00000129625,REEP5,ENSMUSG00000005873,Reep5
ENSG00000205336,ADGRG1,ENSMUSG00000031785,Adgrg1
ENSG00000221598,MIR1249,,
ENSG00000213752,,,
ENSG00000013619,MAMLD1,ENSMUSG00000059401,Mamld1
ENSG00000100373,UPK3A,ENSMUSG00000022435,Upk3a
ENSG00000076351,SLC46A1,ENSMUSG00000020829,Slc46a1
ENSG00000186652,PRG2,ENSMUSG00000027073,Prg2
ENSG00000221120,MIR1224,ENSMUSG00000080669,Mir1224
ENSG00000214160,ALG3,ENSMUSG00000033809,Alg3
ENSG00000204392,LSM2,ENSMUSG00000007050,Lsm2
ENSG00000072506,HSD17B10,ENSMUSG00000025260,Hsd17b10
ENSG00000142538,PTH2,ENSMUSG00000038300,Pth2
ENSG00000284545,RNU6-222P,,
ENSG00000284097,LILRP2,,
ENSG00000104888,SLC17A7,ENSMUSG00000070570,Slc17a7
ENSG00000293121,LILRP2,,
ENSG00000078898,BPIFB2,ENSMUSG00000027481,Bpifb2
ENSG00000100376,FAM118A,ENSMUSG00000022434,Fam118a
ENSG00000265541,H3P41,,
ENSG00000263870,,,
ENSG00000263266,RPS7P1,,
ENSG00000204390,HSPA1L,ENSMUSG00000007033,Hspa1l
ENSG00000109103,UNC119,ENSMUSG00000002058,Unc119
ENSG00000224735,,,
ENSG00000226110,,,
ENSG00000229037,MRPL32P2,,
ENSG00000254979,,,
ENSG00000189420,ZFP92,ENSMUSG00000031374,Zfp92
ENSG00000227051,C14orf132,ENSMUSG00000094910,D430019H16Rik
ENSG00000201823,SNORD48,ENSMUSG00000092687,Gm25744
ENSG00000201754,SNORD52,ENSMUSG00000093009,Snord52
ENSG00000204366,ZBTB12,ENSMUSG00000049823,Zbtb12
ENSG00000123569,H2BW1,ENSMUSG00000048155,H2bw2
ENSG00000269586,CT45A10,ENSMUSG00000064016,Ct45a
ENSG00000204435,CSNK2B,ENSMUSG00000024387,Csnk2b
ENSG00000149761,NUDT22,ENSMUSG00000037349,Nudt22
ENSG00000167104,BPIFB6,ENSMUSG00000068009,Bpifb6
ENSG00000119715,ESRRB,ENSMUSG00000021255,Esrrb
ENSG00000067840,PDZD4,ENSMUSG00000002006,Pdzd4
ENSG00000249947,XBP1P1,,
ENSG00000212643,ZRSR2P1,,
ENSG00000260871,,,
ENSG00000176055,MBLAC2,ENSMUSG00000051098,Mblac2
ENSG00000113356,POLR3G,,
ENSG00000214245,PUDPP3,,
ENSG00000186191,BPIFB4,ENSMUSG00000074665,Bpifb4
ENSG00000224040,HMGN1P4,,
ENSG00000228686,,,
ENSG00000077935,SMC1B,ENSMUSG00000022432,Smc1b
ENSG00000023041,ZDHHC6,ENSMUSG00000024982,Zdhhc6
ENSG00000174175,SELP,ENSMUSG00000026580,Selp
ENSG00000161618,ALDH16A1,ENSMUSG00000007833,Aldh16a1
ENSG00000053254,FOXN3,ENSMUSG00000033713,Foxn3
ENSG00000102290,PCDH11X,ENSMUSG00000034755,Pcdh11x
ENSG00000173486,FKBP2,ENSMUSG00000056629,Fkbp2
ENSG00000274042,GOLGA6L10,,
ENSG00000109107,ALDOC,ENSMUSG00000017390,Aldoc
ENSG00000284753,EEF1AKMT4,ENSMUSG00000115219,Eef1akmt4
ENSG00000275049,,,
ENSG00000281976,ADAMTS7P1,,
ENSG00000131050,BPIFA2,ENSMUSG00000042459,Bpifa2
ENSG00000284917,EEF1AKMT4-ECE2,,
ENSG00000128408,RIBC2,ENSMUSG00000022431,Ribc2
ENSG00000282377,,,
ENSG00000176018,LYSMD3,ENSMUSG00000035840,Lysmd3
ENSG00000282084,UBE2Q2P2,,
ENSG00000236823,,,
ENSG00000130368,MAS1,ENSMUSG00000068037,Mas1
ENSG00000046604,DSG2,ENSMUSG00000044393,Dsg2
ENSG00000197081,IGF2R,ENSMUSG00000023830,Igf2r
ENSG00000273673,,,
ENSG00000291160,,,
ENSG00000259438,MAPK6-DT,,
ENSG00000274528,,,
ENSG00000259398,,,
ENSG00000259712,,,
ENSG00000291161,,,
ENSG00000157227,MMP14,ENSMUSG00000000957,Mmp14
ENSG00000242327,,,
ENSG00000077942,FBLN1,ENSMUSG00000006369,Fbln1
ENSG00000259327,,,
ENSG00000237662,SOCS2P1,,
ENSG00000259709,,,
ENSG00000131059,BPIFA3,ENSMUSG00000027482,Bpifa3
ENSG00000254593,OR7E126P,,
ENSG00000275373,MIR6124,,
ENSG00000254983,,,
ENSG00000274166,GOLGA6L10,,
ENSG00000247473,CARS1-AS1,,
ENSG00000206995,Y_RNA,,
ENSG00000128833,MYO5C,ENSMUSG00000033590,Myo5c
ENSG00000127334,DYRK2,ENSMUSG00000028630,Dyrk2
ENSG00000201616,RNU1-91P,ENSMUSG00000064579,Gm25796
ENSG00000236710,,,
ENSG00000252800,,,
ENSG00000283731,KIR3DL1,,
ENSG00000258962,,,
ENSG00000275154,U3,,
ENSG00000260711,,,
ENSG00000165929,TC2N,ENSMUSG00000021187,Tc2n
ENSG00000147124,ZNF41,,
ENSG00000021762,OSBPL5,ENSMUSG00000037606,Osbpl5
ENSG00000113327,GABRG2,ENSMUSG00000020436,Gabrg2
ENSG00000163888,CAMK2N2,ENSMUSG00000051146,Camk2n2
ENSG00000291162,,,
ENSG00000136051,WASHC4,ENSMUSG00000034560,Washc4
ENSG00000293319,,,
ENSG00000282814,GOLGA6L9-AS1,,
ENSG00000233106,RPL12P3,,
ENSG00000125999,BPIFB1,ENSMUSG00000027485,Bpifb1
ENSG00000175166,PSMD2,ENSMUSG00000006998,Psmd2
ENSG00000183837,PNMA3,ENSMUSG00000046287,Pnma3
ENSG00000269469,,,
ENSG00000274320,GOLGA6L9,,
ENSG00000090554,FLT3LG,ENSMUSG00000110206,Flt3l
ENSG00000224725,CEP57L1P1,,
ENSG00000148730,EIF4EBP2,ENSMUSG00000020091,Eif4ebp2
ENSG00000251192,ZNF674,ENSMUSG00000055150,Zfp78
ENSG00000156574,NODAL,ENSMUSG00000037171,Nodal
ENSG00000280401,,,
ENSG00000236401,SLC4A1APP2,,
ENSG00000230661,YY1P1,,
ENSG00000215800,RSL24D1P4,,
ENSG00000237224,,,
ENSG00000276228,UBE2Q2P6,,
ENSG00000282457,CSPG4P10,,
ENSG00000270936,BPNT2P1,,
ENSG00000108001,EBF3,ENSMUSG00000010476,Ebf3
ENSG00000290468,,,
ENSG00000008118,CAMK1G,ENSMUSG00000016179,Camk1g
ENSG00000213073,CHP1P2,,
ENSG00000175003,SLC22A1,ENSMUSG00000023829,Slc22a1
ENSG00000282514,,,
ENSG00000290533,,,
ENSG00000233146,BPIFB5P,,
ENSG00000101391,CDK5RAP1,ENSMUSG00000027487,Cdk5rap1
ENSG00000284087,MIR6844,,
ENSG00000247746,USP51,ENSMUSG00000067215,Usp51
ENSG00000147684,NDUFB9,ENSMUSG00000022354,Ndufb9
ENSG00000269502,DMRTC1,,
ENSG00000282183,GOLGA2P10,,
ENSG00000100815,TRIP11,ENSMUSG00000021188,Trip11
ENSG00000290504,,,
ENSG00000282209,GOLGA6L17P,,
ENSG00000282596,DNM1P38,,
ENSG00000278229,RPS17,,
ENSG00000179083,FAM133A,,
ENSG00000282015,,,
ENSG00000101981,F9,ENSMUSG00000031138,F9
ENSG00000278644,PCGF2,,
ENSG00000275717,KIR3DL1,,
ENSG00000237489,C10orf143,ENSMUSG00000040139,9430038I01Rik
ENSG00000216516,,,
ENSG00000283779,KIR2DS4,,
ENSG00000277218,,,
ENSG00000233122,CTAGE7P,,
ENSG00000112561,TFEB,ENSMUSG00000023990,Tfeb
ENSG00000233319,PPIAP32,,
ENSG00000108010,GLRX3,ENSMUSG00000031068,Glrx3
ENSG00000171161,ZNF672,ENSMUSG00000049755,Zfp672
ENSG00000284405,LILRP2,,
ENSG00000293126,LILRP2,,
ENSG00000170873,MTSS1,ENSMUSG00000022353,Mtss1
ENSG00000282755,,,
ENSG00000277445,CPEB1,,
ENSG00000241505,,,
ENSG00000261453,LINC01735,,
ENSG00000202508,Y_RNA,,
ENSG00000231020,,,
ENSG00000227474,RPL6P24,,
ENSG00000270818,,,
ENSG00000273474,,,
ENSG00000199407,RNA5SP301,,
ENSG00000197142,ACSL5,ENSMUSG00000024981,Acsl5
ENSG00000196878,LAMB3,ENSMUSG00000026639,Lamb3
ENSG00000238485,,,
ENSG00000221375,RNU6ATAC23P,,
ENSG00000252719,,,
ENSG00000221052,MIR1266,,
ENSG00000231169,EEF1B2P1,,
ENSG00000147378,FATE1,ENSMUSG00000053593,Fate1
ENSG00000281992,,,
ENSG00000275851,MLLT6,,
ENSG00000128989,ARPP19,ENSMUSG00000007656,Arpp19
ENSG00000147381,MAGEA4,ENSMUSG00000046180,Magea13
ENSG00000141646,SMAD4,ENSMUSG00000024515,Smad4
ENSG00000259020,,,
ENSG00000183648,NDUFB1,ENSMUSG00000113902,Ndufb1
ENSG00000165934,CPSF2,ENSMUSG00000041781,Cpsf2
ENSG00000273189,,,
ENSG00000201675,SNORD32A,ENSMUSG00000065219,Snord32a
ENSG00000251985,RNU6-1161P,,
ENSG00000199631,SNORD33,ENSMUSG00002076766,Snord33
ENSG00000280383,,,
ENSG00000202503,SNORD34,ENSMUSG00000065878,Snord34
ENSG00000264160,MIR4762,,
ENSG00000200259,SNORD35A,ENSMUSG00000065818,Snord35a
ENSG00000172346,CSDC2,ENSMUSG00000042109,Csdc2
ENSG00000142534,RPS11,ENSMUSG00000003429,Rps11
ENSG00000205856,C22orf42,,
ENSG00000278574,ZNHIT3,,
ENSG00000265168,ALDOC-AS1,,
ENSG00000241360,PDXP,ENSMUSG00000116165,Pdxp
ENSG00000159873,CCDC117,ENSMUSG00000020482,Ccdc117
ENSG00000076382,SPAG5,ENSMUSG00000002055,Spag5
ENSG00000166006,KCNC2,ENSMUSG00000035681,Kcnc2
ENSG00000225561,LINC01710,,
ENSG00000074964,ARHGEF10L,ENSMUSG00000040964,Arhgef10l
ENSG00000228965,RPSAP60,,
ENSG00000232562,TPMTP3,,
ENSG00000231052,,,
ENSG00000182776,,,
ENSG00000168263,KCNV2,ENSMUSG00000047298,Kcnv2
ENSG00000221705,SNORA11E,ENSMUSG00000080461,Gm22488
ENSG00000221705,SNORA11E,ENSMUSG00000080582,Gm24907
ENSG00000154545,MAGED4,,
ENSG00000260618,,,
ENSG00000092203,TOX4,ENSMUSG00000016831,Tox4
ENSG00000259935,,,
ENSG00000147852,VLDLR,ENSMUSG00000024924,Vldlr
ENSG00000287500,,,
ENSG00000200530,SNORD35B,ENSMUSG00000064767,Snord35b
ENSG00000214896,RPSAP55,,
ENSG00000207782,MIR150,ENSMUSG00000065495,Mir150
ENSG00000268681,COX6CP7,,
ENSG00000259612,EEF1A1P22,,
ENSG00000279970,,,
ENSG00000234438,KBTBD13,ENSMUSG00000054978,Kbtbd13
ENSG00000259365,,,
ENSG00000104870,FCGRT,ENSMUSG00000003420,Fcgrt
ENSG00000131873,CHSY1,ENSMUSG00000032640,Chsy1
ENSG00000221475,SNORA11D,ENSMUSG00000080461,Gm22488
ENSG00000221475,SNORA11D,ENSMUSG00000080582,Gm24907
ENSG00000179028,,,
ENSG00000076716,GPC4,ENSMUSG00000031119,Gpc4
ENSG00000067900,ROCK1,ENSMUSG00000024290,Rock1
ENSG00000167037,SGSM1,ENSMUSG00000042216,Sgsm1
ENSG00000274139,,,
ENSG00000277210,,,
ENSG00000259464,SNRPCP18,,
ENSG00000259695,,,
ENSG00000184277,TM2D3,ENSMUSG00000078681,Tm2d3
ENSG00000206765,RNU6-203P,ENSMUSG00000119529,Gm24445
ENSG00000227008,RPS24P19,,
ENSG00000233260,RPSAP63,,
ENSG00000286096,GPC3-AS1,,
ENSG00000110619,CARS1,ENSMUSG00000010755,Cars1
ENSG00000232068,,,
ENSG00000224908,TIMM8BP2,,
ENSG00000232664,LARP1BP3,,
ENSG00000286181,FLICR,,
ENSG00000101400,SNTA1,ENSMUSG00000027488,Snta1
ENSG00000184194,GPR173,ENSMUSG00000056679,Gpr173
ENSG00000283810,,,
ENSG00000282384,,,
ENSG00000284127,KIR3DL3,,
ENSG00000133858,ZFC3H1,ENSMUSG00000034163,Zfc3h1
ENSG00000277104,TADA2A,,
ENSG00000270497,,,
ENSG00000276806,KIR3DL3,,
ENSG00000184205,TSPYL2,ENSMUSG00000041096,Tspyl2
ENSG00000186190,BPIFB3,ENSMUSG00000068008,Bpifb3
ENSG00000114867,EIF4G1,ENSMUSG00000045983,Eif4g1
ENSG00000088305,DNMT3B,ENSMUSG00000082079,Dnmt3c
ENSG00000088305,DNMT3B,ENSMUSG00000027478,Dnmt3b
ENSG00000284441,,,
ENSG00000267834,,,
ENSG00000284241,KIR2DL3,,
ENSG00000148341,SH3GLB2,ENSMUSG00000026860,Sh3glb2
ENSG00000165819,METTL3,ENSMUSG00000022160,Mettl3
ENSG00000223847,,,
ENSG00000277704,,,
ENSG00000240963,,,
ENSG00000226570,,,
ENSG00000275815,KIR2DP1,,
ENSG00000278327,KIR2DL3,,
ENSG00000198929,NOS1AP,ENSMUSG00000038473,Nos1ap
ENSG00000284313,KIR2DP1,,
ENSG00000263735,MIR4662B,,
ENSG00000283609,MIR4662A,,
ENSG00000275136,FCAR,,
ENSG00000250428,MRS2P1,,
ENSG00000288316,,,
ENSG00000198997,MIR107,,
ENSG00000263795,MIR5100,,
ENSG00000169826,CSGALNACT2,ENSMUSG00000042042,Csgalnact2
ENSG00000284007,KIR3DP1,,
ENSG00000104687,GSR,ENSMUSG00000031584,Gsr
ENSG00000284340,KIR2DL4,,
ENSG00000198915,RASGEF1A,ENSMUSG00000030134,Rasgef1a
ENSG00000227083,,,
ENSG00000274086,,,
ENSG00000236337,FMR1-IT1,,
ENSG00000176988,FMR1NB,ENSMUSG00000062170,Fmr1nb
ENSG00000293575,,,
ENSG00000177337,DLGAP1-AS1,,
ENSG00000252614,RNU6-807P,ENSMUSG00000084454,Gm24592
ENSG00000252614,RNU6-807P,ENSMUSG00002075402,Gm54806
ENSG00000185418,TARS3,ENSMUSG00000030515,Tars3
ENSG00000201285,RNA5SP524,,
ENSG00000219507,FTH1P8,,
ENSG00000157625,TAB3,ENSMUSG00000035476,Tab3
ENSG00000262001,DLGAP1-AS2,,
ENSG00000142552,RCN3,ENSMUSG00000019539,Rcn3
ENSG00000265287,,,
ENSG00000132581,SDF2,ENSMUSG00000002064,Sdf2
ENSG00000289131,,,
ENSG00000293599,,,
ENSG00000265380,,,
ENSG00000221468,RNU6ATAC11P,,
ENSG00000230469,RPL5P26,,
ENSG00000241866,RN7SL401P,,
ENSG00000278902,,,
ENSG00000276993,,,
ENSG00000148672,GLUD1,ENSMUSG00000021794,Glud1
ENSG00000174606,ANGEL2,ENSMUSG00000026634,Angel2
ENSG00000206026,SMIM21,,
ENSG00000111077,TNS2,ENSMUSG00000037003,Tns2
ENSG00000266560,,,
ENSG00000142546,NOSIP,ENSMUSG00000003421,Nosip
ENSG00000165821,SALL2,ENSMUSG00000049532,Sall2
ENSG00000264595,,,
ENSG00000240494,RPS12P28,,
ENSG00000265836,CCND3P2,,
ENSG00000265626,,,
ENSG00000166562,SEC11C,ENSMUSG00000024516,Sec11c
ENSG00000124260,MAGEA10,ENSMUSG00000063728,Magea6
ENSG00000124260,MAGEA10,ENSMUSG00000043453,Magea10
ENSG00000124260,MAGEA10,ENSMUSG00000079350,Magea8
ENSG00000124260,MAGEA10,ENSMUSG00000096644,Magea1
ENSG00000124260,MAGEA10,ENSMUSG00000031179,Magea9
ENSG00000124260,MAGEA10,ENSMUSG00000031118,Magea14
ENSG00000124260,MAGEA10,ENSMUSG00000055746,Magea2
ENSG00000124260,MAGEA10,ENSMUSG00000079349,Magea5
ENSG00000124260,MAGEA10,ENSMUSG00000094196,Magea3
ENSG00000124260,MAGEA10,ENSMUSG00000033343,Magea4
ENSG00000109111,SUPT6H,ENSMUSG00000002052,Supt6
ENSG00000112539,C6orf118,ENSMUSG00000023873,1700010I14Rik
ENSG00000199783,,,
ENSG00000128250,RFPL1,,
ENSG00000257096,,,
ENSG00000284093,KIR3DL1,,
ENSG00000201358,RN7SKP193,ENSMUSG00002076203,Gm54696
ENSG00000070371,CLTCL1,,
ENSG00000199523,RNA5SP226,,
ENSG00000251792,Y_RNA,,
ENSG00000206681,RNU6-730P,ENSMUSG00002075281,Gm55124
ENSG00000100483,VCPKMT,ENSMUSG00000049882,Vcpkmt
ENSG00000236627,,,
ENSG00000218475,ACTG1P18,,
ENSG00000218536,,,
ENSG00000266128,RN7SL366P,,
ENSG00000260422,,,
ENSG00000288648,,,
ENSG00000226577,MICC,,
ENSG00000286301,,,
ENSG00000229068,TMPOP1,,
ENSG00000224936,SUCLA2P1,,
ENSG00000236603,RANP1,,
ENSG00000204592,HLA-E,,
ENSG00000282806,,,
ENSG00000184634,MED12,ENSMUSG00000079487,Med12
ENSG00000282028,,,
ENSG00000274853,MRM1,,
ENSG00000244073,RPS4XP6,,
ENSG00000271378,RBISP2,,
ENSG00000228212,OFD1P17,,
ENSG00000242493,RN7SL37P,,
ENSG00000270558,,,
ENSG00000251880,RNU7-75P,,
ENSG00000250539,KRT8P33,,
ENSG00000236905,,,
ENSG00000227887,RPS26P13,,
ENSG00000168944,CEP120,ENSMUSG00000048799,Cep120
ENSG00000116903,EXOC8,ENSMUSG00000074030,Exoc8
ENSG00000226196,GAPDHP75,,
ENSG00000287354,,,
ENSG00000233827,CCNQP1,,
ENSG00000198797,BRINP2,ENSMUSG00000004031,Brinp2
ENSG00000100485,SOS2,ENSMUSG00000034801,Sos2
ENSG00000101493,ZNF516,ENSMUSG00000058881,Zfp516
ENSG00000282805,,,
ENSG00000275099,GGNBP2,,
ENSG00000196652,ZKSCAN5,ENSMUSG00000055991,Zkscan5
ENSG00000140479,PCSK6,ENSMUSG00000030513,Pcsk6
ENSG00000151414,NEK7,ENSMUSG00000026393,Nek7
ENSG00000263982,,,
ENSG00000280205,,,
ENSG00000275763,ZNF516-DT,,
ENSG00000286090,,,
ENSG00000265934,ARL2BPP1,,
ENSG00000252260,RNA5SP461,,
ENSG00000275186,,,
ENSG00000266901,,,
ENSG00000267177,,,
ENSG00000267393,,,
ENSG00000267529,,,
ENSG00000204576,PRR3,ENSMUSG00000038500,Prr3
ENSG00000267366,,,
ENSG00000267136,,,
ENSG00000267503,,,
ENSG00000277850,KIR2DL4,,
ENSG00000266954,LDLRAD4-AS2,,
ENSG00000267356,,,
ENSG00000264880,,,
ENSG00000104691,UBXN8,ENSMUSG00000052906,Ubxn8
ENSG00000265015,,,
ENSG00000265631,BNIP3P3,,
ENSG00000266818,,,
ENSG00000166448,TMEM130,ENSMUSG00000043388,Tmem130
ENSG00000215512,,,
ENSG00000222087,RNU6-721P,ENSMUSG00000064915,Gm22575
ENSG00000222087,RNU6-721P,ENSMUSG00000065382,Gm23097
ENSG00000221363,RNU6ATAC20P,,
ENSG00000141448,GATA6,ENSMUSG00000005836,Gata6
ENSG00000287234,,,
ENSG00000167130,DOLPP1,ENSMUSG00000026856,Dolpp1
ENSG00000177614,PGBD5,ENSMUSG00000050751,Pgbd5
ENSG00000216101,MIR877,ENSMUSG00000077931,Mir877
ENSG00000275528,CCL15,,
ENSG00000204569,PPP1R10,ENSMUSG00000039220,Ppp1r10
ENSG00000102081,FMR1,ENSMUSG00000000838,Fmr1
ENSG00000264012,,,
ENSG00000201852,RNU6-702P,,
ENSG00000264825,,,
ENSG00000206827,RNU6-1032P,,
ENSG00000101773,RBBP8,ENSMUSG00000041238,Rbbp8
ENSG00000277292,PIP4K2B,,
ENSG00000235182,,,
ENSG00000287157,,,
ENSG00000225755,TRNT1P1,,
ENSG00000197472,ZNF695,,
ENSG00000207073,Y_RNA,,
ENSG00000283882,KIR2DS4,,
ENSG00000126460,PRRG2,ENSMUSG00000007837,Prrg2
ENSG00000275353,KIR2DS4,,
ENSG00000238046,MTND5P22,,
ENSG00000277442,NCR1,,
ENSG00000213110,RNF11P1,,
ENSG00000284192,KIR3DL2,,
ENSG00000002726,AOC1,ENSMUSG00000068536,Aoc1l1
ENSG00000002726,AOC1,ENSMUSG00000029811,Aoc1
ENSG00000002726,AOC1,ENSMUSG00000029813,Aoc1l2
ENSG00000002726,AOC1,ENSMUSG00000039215,Aoc1l3
ENSG00000178385,PLEKHM3,ENSMUSG00000051344,Plekhm3
ENSG00000278809,KIR3DL2,,
ENSG00000275347,,,
ENSG00000276072,AATF,,
ENSG00000230184,SMYD3-IT1,,
ENSG00000232436,,,
ENSG00000271081,HIKESHIP3,,
ENSG00000104695,PPP2CB,ENSMUSG00000009630,Ppp2cb
ENSG00000136643,RPS6KC1,ENSMUSG00000089872,Rps6kc1
ENSG00000225911,,,
ENSG00000126458,RRAS,ENSMUSG00000038387,Rras
ENSG00000160447,PKN3,ENSMUSG00000026785,Pkn3
ENSG00000132321,IQCA1,ENSMUSG00000026301,Iqca1
ENSG00000253146,CIR1P1,,
ENSG00000087299,L2HGDH,ENSMUSG00000020988,L2hgdh
ENSG00000264760,MIR3141,,
ENSG00000221552,MIR1303,,
ENSG00000274472,Y_RNA,,
ENSG00000272197,RN7SL803P,,
ENSG00000241187,RPL21P57,,
ENSG00000170271,FAXDC2,ENSMUSG00000086962,Faxdc2
ENSG00000204568,MRPS18B,ENSMUSG00000024436,Mrps18b
ENSG00000126461,SCAF1,ENSMUSG00000038406,Scaf1
ENSG00000277974,TBC1D3H,,
ENSG00000011275,RNF216,ENSMUSG00000045078,Rnf216
ENSG00000133863,TEX15,ENSMUSG00000009628,Tex15
ENSG00000265205,,,
ENSG00000110090,CPT1A,ENSMUSG00000024900,Cpt1a
ENSG00000286367,,,
ENSG00000230194,RPL34P35,,
ENSG00000109113,RAB34,ENSMUSG00000002059,Rab34
ENSG00000251940,,,
ENSG00000128191,DGCR8,ENSMUSG00000022718,Dgcr8
ENSG00000228415,PTMAP1,,
ENSG00000204564,C6orf136,ENSMUSG00000050705,2310061I04Rik
ENSG00000253204,,,
ENSG00000264712,MIR4504,,
ENSG00000259071,,,
ENSG00000165071,TMEM71,ENSMUSG00000036944,Tmem71
ENSG00000100490,CDKL1,ENSMUSG00000020990,Cdkl1
ENSG00000276625,KIR2DL1,,
ENSG00000275824,CCL4,,
ENSG00000264438,RN7SL560P,,
ENSG00000160446,ZDHHC12,ENSMUSG00000015335,Zdhhc12
ENSG00000284279,RNU6-222P,,
ENSG00000284339,LILRP2,,
ENSG00000274414,,,
ENSG00000293129,LILRP2,,
ENSG00000100994,PYGB,ENSMUSG00000033059,Pygb
ENSG00000126456,IRF3,ENSMUSG00000003184,Irf3
ENSG00000168615,ADAM9,ENSMUSG00000031555,Adam9
ENSG00000282489,,,
ENSG00000092200,RPGRIP1,ENSMUSG00000057132,Rpgrip1
ENSG00000276913,SPMAP1,,
ENSG00000160445,ZER1,ENSMUSG00000039686,Zer1
ENSG00000282641,NPEPPSP1,,
ENSG00000277039,Metazoa_SRP,,
ENSG00000106443,PHF14,ENSMUSG00000029629,Phf14
ENSG00000263361,MIR378H,,
ENSG00000274229,SOCS7,,
ENSG00000082516,GEMIN5,ENSMUSG00000037275,Gemin5
ENSG00000275671,U6,,
ENSG00000278833,,,
ENSG00000286358,,,
ENSG00000235035,,,
ENSG00000293045,,,
ENSG00000236878,MTATP6P26,,
ENSG00000227430,H3P9,,
ENSG00000168918,INPP5D,ENSMUSG00000026288,Inpp5d
ENSG00000204560,DHX16,ENSMUSG00000024422,Dhx16
ENSG00000278920,,,
ENSG00000240186,RN7SL633P,,
ENSG00000183963,SMTN,ENSMUSG00000020439,Smtn
ENSG00000270811,,,
ENSG00000235141,COX6CP17,,
ENSG00000278982,,,
ENSG00000207453,RNU6-535P,ENSMUSG00000119078,Gm22951
ENSG00000222979,RN7SKP167,ENSMUSG00002074976,Gm55398
ENSG00000222979,RN7SKP167,ENSMUSG00002076119,Gm55394
ENSG00000223432,,,
ENSG00000273232,,,
ENSG00000263511,MIR5699,,
ENSG00000265939,UBE2CP2,,
ENSG00000183230,CTNNA3,ENSMUSG00000060843,Ctnna3
ENSG00000284331,MIR4741,,
ENSG00000242182,RN7SL745P,,
ENSG00000223023,Y_RNA,,
ENSG00000201816,SNORA73,ENSMUSG00000065181,Gm25139
ENSG00000201816,SNORA73,ENSMUSG00000064387,Snora73a
ENSG00000201816,SNORA73,ENSMUSG00000119770,Gm25483
ENSG00000201816,SNORA73,ENSMUSG00000065353,Snora73b
ENSG00000201816,SNORA73,ENSMUSG00000119542,Gm25804
ENSG00000201816,SNORA73,ENSMUSG00002075638,Gm55138
ENSG00000201816,SNORA73,ENSMUSG00000064800,Gm24948
ENSG00000275805,,,
ENSG00000276221,MIR8057,,
ENSG00000263846,CIAPIN1P,,
ENSG00000100997,ABHD12,ENSMUSG00000032046,Abhd12
ENSG00000154080,CHST9,ENSMUSG00000047161,Chst9
ENSG00000203286,Metazoa_SRP,ENSMUSG00000093093,Gm22642
ENSG00000167136,ENDOG,ENSMUSG00000015337,Endog
ENSG00000185942,NKAIN3,ENSMUSG00000055761,Nkain3
ENSG00000277303,EPOP,,
ENSG00000236317,,,
ENSG00000176855,KRT18P28,,
ENSG00000250508,LINC02701,,
ENSG00000225401,TGIF2P1,,
ENSG00000282486,LRRC37A9P,,
ENSG00000228190,RPL23AP16,,
ENSG00000197345,MRPL21,ENSMUSG00000024829,Mrpl21
ENSG00000198917,SPOUT1,ENSMUSG00000039660,Spout1
ENSG00000276432,RDM1,,
ENSG00000135747,ZNF670-ZNF695,,
ENSG00000105339,DENND3,ENSMUSG00000036661,Dennd3
ENSG00000266549,ATP6V1E1P2,,
ENSG00000244329,UBA52P9,,
ENSG00000069248,NUP133,ENSMUSG00000039509,Nup133
ENSG00000265097,RBM22P1,,
ENSG00000263405,PA2G4P3,,
ENSG00000293029,WBP11P1,,
ENSG00000228835,,,
ENSG00000260389,WBP11P1,,
ENSG00000197705,KLHL14,ENSMUSG00000042514,Klhl14
ENSG00000277056,,,
ENSG00000225299,,,
ENSG00000226448,RPL7AP51,,
ENSG00000276866,MIR7151,,
ENSG00000213606,AKR1B10P1,,
ENSG00000225922,RPL21P92,,
ENSG00000108176,DNAJC12,ENSMUSG00000036764,Dnajc12
ENSG00000267193,,,
ENSG00000267097,SLC14A2-AS1,,
ENSG00000285790,,,
ENSG00000266988,,,
ENSG00000267354,,,
ENSG00000172938,MRGPRD,ENSMUSG00000051207,Mrgprd
ENSG00000261625,,,
ENSG00000199279,RNU6-661P,,
ENSG00000265888,DSCAS,,
ENSG00000268942,CKS1BP3,,
ENSG00000241991,,,
ENSG00000240436,RPL35AP14,,
ENSG00000162341,TPCN2,ENSMUSG00000048677,Tpcn2
ENSG00000186105,LRRC70,,
ENSG00000266171,,,
ENSG00000264339,,,
ENSG00000212520,RNU6-1250P,,
ENSG00000283667,,,
ENSG00000239942,RN7SL394P,,
ENSG00000266952,LINC01538,,
ENSG00000237141,DNAJC19P1,,
ENSG00000252113,RNU6-523P,,
ENSG00000219932,RPL12P8,,
ENSG00000096717,SIRT1,ENSMUSG00000020063,Sirt1
ENSG00000265008,,,
ENSG00000263393,,,
ENSG00000264982,,,
ENSG00000141437,SLC25A52,ENSMUSG00000045973,Slc25a51
ENSG00000145864,GABRB2,ENSMUSG00000007653,Gabrb2
ENSG00000153339,TRAPPC8,ENSMUSG00000033382,Trappc8
ENSG00000275699,KIR2DL4,,
ENSG00000106477,CEP41,ENSMUSG00000029790,Cep41
ENSG00000253148,RGS21,ENSMUSG00000098509,Rgs21
ENSG00000227751,RCC2-AS1,,
ENSG00000090104,RGS1,ENSMUSG00000026358,Rgs1
ENSG00000204574,ABCF1,ENSMUSG00000038762,Abcf1
